"courseTitle","fullTitle","description","preReq","college","units","grading","primaryTitle","status","enrollCode","levelLimit","majorLimitPass","majorLimit","messages","instructor","days","time","location","enrolled"
"CMPSC 8","Introduction to Computer Science","Introduction to computer program   development for students with little to no   programming experience. Basic programming   concepts, variables and expressions, data and control structures,   algorithms, debugging, program design, and documentation.",,"ENGR","4.0","Letter",,"Cancelled","47795",,"12","These majors only: PRCMP PRCPS CMPEN GEOG EE PRMTH PRECM STATS STSCI ACTSC",,,,,"T B A","0 / 0"
"CMPSC 16","Problem Solving with Computers I","Fundamental building blocks for solving problems using computers.  Topics include basic computer organization and programming constructs:  memory CPU, binary arithmetic, variables, expressions, statements, conditionals, iteration, functions, parameters, r","Math 3A (may be taken concurrently)","ENGR","4.0","Letter","PROBLEM SOLVING I","Closed",,,"12","These majors only: PRCMP PRCPS CMPEN EE PRMTH STATS STSCI ACTSC PRECM",,"COSTANZO C","T R","2:00pm - 3:15pm","NH   1006","127 / 132"
"CMPSC 16","Problem Solving with Computers I","Fundamental building blocks for solving problems using computers.  Topics include basic computer organization and programming constructs:  memory CPU, binary arithmetic, variables, expressions, statements, conditionals, iteration, functions, parameters, r","Math 3A (may be taken concurrently)","ENGR","4.0","Letter",,,"07898",,"12","These majors only: PRCMP PRCPS CMPEN EE PRMTH STATS STSCI ACTSC PRECM",,"JIN X","M","1:00pm - 1:50pm","ESB  1003","32 / 34"
"CMPSC 16","Problem Solving with Computers I","Fundamental building blocks for solving problems using computers.  Topics include basic computer organization and programming constructs:  memory CPU, binary arithmetic, variables, expressions, statements, conditionals, iteration, functions, parameters, r","Math 3A (may be taken concurrently)","ENGR","4.0","Letter",,,"07906",,"12","These majors only: PRCMP PRCPS CMPEN EE PRMTH STATS STSCI ACTSC PRECM",,"DU X","M","2:00pm - 2:50pm","ESB  1003","31 / 32"
"CMPSC 16","Problem Solving with Computers I","Fundamental building blocks for solving problems using computers.  Topics include basic computer organization and programming constructs:  memory CPU, binary arithmetic, variables, expressions, statements, conditionals, iteration, functions, parameters, r","Math 3A (may be taken concurrently)","ENGR","4.0","Letter",,,"07914",,"12","These majors only: PRCMP PRCPS CMPEN EE PRMTH STATS STSCI ACTSC PRECM",,"DIMOPOULOS E","M","3:00pm - 3:50pm","ESB  1003","30 / 32"
"CMPSC 16","Problem Solving with Computers I","Fundamental building blocks for solving problems using computers.  Topics include basic computer organization and programming constructs:  memory CPU, binary arithmetic, variables, expressions, statements, conditionals, iteration, functions, parameters, r","Math 3A (may be taken concurrently)","ENGR","4.0","Letter",,"Cancelled","07922",,"12","These majors only: PRCMP PRCPS CMPEN EE PRMTH STATS STSCI ACTSC PRECM",,,,,"T B A","0 / 0"
"CMPSC 16","Problem Solving with Computers I","Fundamental building blocks for solving problems using computers.  Topics include basic computer organization and programming constructs:  memory CPU, binary arithmetic, variables, expressions, statements, conditionals, iteration, functions, parameters, r","Math 3A (may be taken concurrently)","ENGR","4.0","Letter",,"Full","47803",,"12","These majors only: PRCMP PRCPS CMPEN EE PRMTH STATS STSCI ACTSC PRECM",,"DIMOPOULOS E","M","12:00pm - 12:50pm","ESB  1003","34 / 34"
"CMPSC 24","Problem Solving with Computers II","Intermediate building blocks for solving problems using computers. Topics include data structures, object-oriented design and development, algorithms for   manipulating these data structures and their runtime analyses.  Data structures   introduced includ","Computer Science 16; and Mathematics 3B (may be taken concurrently).","ENGR","4.0","Letter","PROBLEM SOLVING II","Closed",,,"12","These majors only: PRCMP PRCPS CMPEN EE",,"AGRAWAL D","M W","9:30am - 10:45am","NH   1006","121 / 130"
"CMPSC 24","Problem Solving with Computers II","Intermediate building blocks for solving problems using computers. Topics include data structures, object-oriented design and development, algorithms for   manipulating these data structures and their runtime analyses.  Data structures   introduced includ","Computer Science 16; and Mathematics 3B (may be taken concurrently).","ENGR","4.0","Letter",,"Full","07948",,"12","These majors only: PRCMP PRCPS CMPEN EE",,"DERELI N","W","1:00pm - 1:50pm","ESB  1003","27 / 26"
"CMPSC 24","Problem Solving with Computers II","Intermediate building blocks for solving problems using computers. Topics include data structures, object-oriented design and development, algorithms for   manipulating these data structures and their runtime analyses.  Data structures   introduced includ","Computer Science 16; and Mathematics 3B (may be taken concurrently).","ENGR","4.0","Letter",,"Full","07955",,"12","These majors only: PRCMP PRCPS CMPEN EE",,"SAHIN C","W","2:00pm - 2:50pm","ESB  1003","27 / 26"
"CMPSC 24","Problem Solving with Computers II","Intermediate building blocks for solving problems using computers. Topics include data structures, object-oriented design and development, algorithms for   manipulating these data structures and their runtime analyses.  Data structures   introduced includ","Computer Science 16; and Mathematics 3B (may be taken concurrently).","ENGR","4.0","Letter",,,"07963",,"12","These majors only: PRCMP PRCPS CMPEN EE",,"ARORA V","W","3:00pm - 3:50pm","ESB  1003","25 / 26"
"CMPSC 24","Problem Solving with Computers II","Intermediate building blocks for solving problems using computers. Topics include data structures, object-oriented design and development, algorithms for   manipulating these data structures and their runtime analyses.  Data structures   introduced includ","Computer Science 16; and Mathematics 3B (may be taken concurrently).","ENGR","4.0","Letter",,"Full","07971",,"12","These majors only: PRCMP PRCPS CMPEN EE",,"DERELI N","W","12:00pm - 12:50pm","ESB  1003","26 / 26"
"CMPSC 24","Problem Solving with Computers II","Intermediate building blocks for solving problems using computers. Topics include data structures, object-oriented design and development, algorithms for   manipulating these data structures and their runtime analyses.  Data structures   introduced includ","Computer Science 16; and Mathematics 3B (may be taken concurrently).","ENGR","4.0","Letter",,"Closed","47811",,"12","These majors only: PRCMP PRCPS CMPEN EE",,"ARORA V","W","4:00pm - 4:50pm","ESB  1003","16 / 26"
"CMPSC 32","Object Oriented Design and Implementation","Advanced topics in object-oriented computing.  Topics include encapsulation, data hiding, inheritance, polymorphism, compilation, linking and loading, memory management, and debugging; recent advances in design and development tools, practices, libraries,","Computer Science 24","ENGR","4.0","Letter","OBJ ORIENT DESIGN","Closed",,,,"These majors only: PRCMP PRCPS CMPEN PRCME",,"COSTANZO C","T R","11:00am - 12:15pm","HSSB 1173","83 / 75"
"CMPSC 32","Object Oriented Design and Implementation","Advanced topics in object-oriented computing.  Topics include encapsulation, data hiding, inheritance, polymorphism, compilation, linking and loading, memory management, and debugging; recent advances in design and development tools, practices, libraries,","Computer Science 24","ENGR","4.0","Letter",,"Full","07997",,,"These majors only: PRCMP PRCPS CMPEN PRCME",,"MAHMOUD H","M","9:00am - 9:50am","ESB  1003","26 / 25"
"CMPSC 32","Object Oriented Design and Implementation","Advanced topics in object-oriented computing.  Topics include encapsulation, data hiding, inheritance, polymorphism, compilation, linking and loading, memory management, and debugging; recent advances in design and development tools, practices, libraries,","Computer Science 24","ENGR","4.0","Letter",,"Full","08003",,,"These majors only: PRCMP PRCPS CMPEN PRCME",,"MAHMOUD H","M","10:00am - 10:50am","ESB  1003","28 / 25"
"CMPSC 32","Object Oriented Design and Implementation","Advanced topics in object-oriented computing.  Topics include encapsulation, data hiding, inheritance, polymorphism, compilation, linking and loading, memory management, and debugging; recent advances in design and development tools, practices, libraries,","Computer Science 24","ENGR","4.0","Letter",,"Full","08011",,,"These majors only: PRCMP PRCPS CMPEN PRCME",,"MALONEY S","M","11:00am - 11:50am","ESB  1003","29 / 25"
"CMPSC 40","Foundations of Computer Science","Introduction to the theoretical underpinnings of computer science. Topics include propositional predicate logic, set theory, functions and relations,   counting, mathematical induction and recursion (generating functions).","Computer Science 10 or 12 or 16 and Mathematics 3C.","ENGR","4.0","Letter","FOUNDATION COMP SCI","Closed",,,,"These majors only: PRCMP PRCPS PRCME CMPEN",,"VAN DAM W","M W","12:30pm - 1:45pm","PHELP1440","29 / 35"
"CMPSC 40","Foundations of Computer Science","Introduction to the theoretical underpinnings of computer science. Topics include propositional predicate logic, set theory, functions and relations,   counting, mathematical induction and recursion (generating functions).","Computer Science 10 or 12 or 16 and Mathematics 3C.","ENGR","4.0","Letter",,,"08045",,,"These majors only: PRCMP PRCPS PRCME CMPEN",,"MISHRA A","F","9:00am - 9:50am","PHELP1445","29 / 35"
"CMPSC 56","Advanced Applications Programming","Advanced application programming using a high-level, virtual-machine-based language.  Topics include generic programming, exception handling, programming language implementation; automatic memory management, and application development, management, and ma","Computer Science 24","ENGR","4.0","Letter","ADV APP PROGRAM",,,,,"These majors only: PRCMP PRCPS",,"CONRAD P T","M W","11:00am - 12:15pm","HSSB 1174","40 / 75"
"CMPSC 56","Advanced Applications Programming","Advanced application programming using a high-level, virtual-machine-based language.  Topics include generic programming, exception handling, programming language implementation; automatic memory management, and application development, management, and ma","Computer Science 24","ENGR","4.0","Letter",,"Cancelled","08078",,,"These majors only: PRCMP PRCPS",,,,,"T B A","0 / 25"
"CMPSC 56","Advanced Applications Programming","Advanced application programming using a high-level, virtual-machine-based language.  Topics include generic programming, exception handling, programming language implementation; automatic memory management, and application development, management, and ma","Computer Science 24","ENGR","4.0","Letter",,,"08086",,,"These majors only: PRCMP PRCPS",,"PUCHER A","T","10:00am - 10:50am","ESB  1003","22 / 25"
"CMPSC 56","Advanced Applications Programming","Advanced application programming using a high-level, virtual-machine-based language.  Topics include generic programming, exception handling, programming language implementation; automatic memory management, and application development, management, and ma","Computer Science 24","ENGR","4.0","Letter",,,"47829",,,"These majors only: PRCMP PRCPS",,"PUCHER A","T","11:00am - 11:50am","ESB  1003","18 / 25"
"CMPSC 64","Computer Organization and Logic Design","Assembly language programming and advanced computer organization; Digital logic design topics including gates, combinational circuits, flip-flops, and the   design and analysis of sequential circuits.","Engineering 3 or Computer Science 8 or Computer Science 16; and Mathematics 3C.","ENGR","4.0","Letter","COMP ORGANIZATION","Full",,,,"These majors only: PRCPS PRCMP",,"FRANKLIN D M","T R","12:30pm - 1:45pm","HSSB 1173","81 / 75"
"CMPSC 64","Computer Organization and Logic Design","Assembly language programming and advanced computer organization; Digital logic design topics including gates, combinational circuits, flip-flops, and the   design and analysis of sequential circuits.","Engineering 3 or Computer Science 8 or Computer Science 16; and Mathematics 3C.","ENGR","4.0","Letter",,"Full","08102",,,"These majors only: PRCPS PRCMP",,"ELGHAMRAWY K","R","9:00am - 9:50am","ESB  1003","26 / 26"
"CMPSC 64","Computer Organization and Logic Design","Assembly language programming and advanced computer organization; Digital logic design topics including gates, combinational circuits, flip-flops, and the   design and analysis of sequential circuits.","Engineering 3 or Computer Science 8 or Computer Science 16; and Mathematics 3C.","ENGR","4.0","Letter",,"Full","08110",,,"These majors only: PRCPS PRCMP",,"NIKA A","R","10:00am - 10:50am","ESB  1003","27 / 26"
"CMPSC 64","Computer Organization and Logic Design","Assembly language programming and advanced computer organization; Digital logic design topics including gates, combinational circuits, flip-flops, and the   design and analysis of sequential circuits.","Engineering 3 or Computer Science 8 or Computer Science 16; and Mathematics 3C.","ENGR","4.0","Letter",,"Full","47837",,,"These majors only: PRCPS PRCMP",,"ELGHAMRAWY K","R","11:00am - 11:50am","ESB  1003","28 / 26"
"CMPSC 130B","Data Structures and Algorithms II","Design and analysis of computer algorithms. Correctness proofs and solution of   recurrance relations. Design techniques; divide and conquer, greedy strategies,   dynamic programming, branch and bound, backtracking, and local search.   Applications of tec","Computer Science 130A.","ENGR","4.0","Letter","DATA STRUCT ALG II","Closed",,,,"These majors only: CPSCI CMPSC EE CMPEN",,"SURI S","T R","9:30am - 10:45am","PHELP1160","66 / 70"
"CMPSC 130B","Data Structures and Algorithms II","Design and analysis of computer algorithms. Correctness proofs and solution of   recurrance relations. Design techniques; divide and conquer, greedy strategies,   dynamic programming, branch and bound, backtracking, and local search.   Applications of tec","Computer Science 130A.","ENGR","4.0","Letter",,,"08151",,,"These majors only: CPSCI CMPSC EE CMPEN",,"SUN YUTIAN","F","10:00am - 10:50am","GIRV 2127","43 / 46"
"CMPSC 130B","Data Structures and Algorithms II","Design and analysis of computer algorithms. Correctness proofs and solution of   recurrance relations. Design techniques; divide and conquer, greedy strategies,   dynamic programming, branch and bound, backtracking, and local search.   Applications of tec","Computer Science 130A.","ENGR","4.0","Letter",,,"69310",,,"These majors only: CPSCI CMPSC EE CMPEN",,"FUJIMOTO E M","W","1:00pm - 1:50pm","PHELP1401","23 / 24"
"CMPSC 138","Automata and Formal Languages","Formal languages; finite automata and regular expressions; properties of regular   languages; pushdown automata and context-free grammars; properties of   context-free languages; introduction to computability and unsolvability.   Introduction to Turing ma","Computer Science 40; open to computer science and computer engineering majors only.","ENGR","4.0","Letter","AUT & FORML LANG","Closed",,,,"These majors only: CMPSC CMPEN CPSCI",,"KOC C K","T R","5:00pm - 6:15pm","PHELP1401","55 / 60"
"CMPSC 138","Automata and Formal Languages","Formal languages; finite automata and regular expressions; properties of regular   languages; pushdown automata and context-free grammars; properties of   context-free languages; introduction to computability and unsolvability.   Introduction to Turing ma","Computer Science 40; open to computer science and computer engineering majors only.","ENGR","4.0","Letter",,"Full","08185",,,"These majors only: CMPSC CMPEN CPSCI",,"KORPEOGLU E","F","11:00am - 11:50am","GIRV 1116","39 / 39"
"CMPSC 138","Automata and Formal Languages","Formal languages; finite automata and regular expressions; properties of regular   languages; pushdown automata and context-free grammars; properties of   context-free languages; introduction to computability and unsolvability.   Introduction to Turing ma","Computer Science 40; open to computer science and computer engineering majors only.","ENGR","4.0","Letter",,,"69351",,,"These majors only: CMPSC CMPEN CPSCI",,"SRIVASTAVA A","F","9:00am - 9:50am","PHELP1401","16 / 21"
"CMPSC 154","Computer Architecture","Introduction to the architecture of computer systems. Topics include: central   processing units, memory systems, channels and controllers, peripheral devices,   interrupt systems, software versus hardware tradeoffs.","ECE 152A.","ENGR","4.0","Letter","COMPUTER ARCHITECT",,,,,"These majors only: CPSCI CMPSC CMPEN","CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  ","FRANKLIN D M","T R","3:30pm - 4:45pm","NH   1006","82 / 90"
"CMPSC 154","Computer Architecture","Introduction to the architecture of computer systems. Topics include: central   processing units, memory systems, channels and controllers, peripheral devices,   interrupt systems, software versus hardware tradeoffs.","ECE 152A.","ENGR","4.0","Letter",,,"08201",,,"These majors only: CPSCI CMPSC CMPEN","CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  ","MAZLOOM B","W","9:00am - 9:50am","ESB  1003","23 / 30"
"CMPSC 154","Computer Architecture","Introduction to the architecture of computer systems. Topics include: central   processing units, memory systems, channels and controllers, peripheral devices,   interrupt systems, software versus hardware tradeoffs.","ECE 152A.","ENGR","4.0","Letter",,,"08219",,,"These majors only: CPSCI CMPSC CMPEN","CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  ","MAZLOOM B","W","10:00am - 10:50am","ESB  1003","29 / 30"
"CMPSC 154","Computer Architecture","Introduction to the architecture of computer systems. Topics include: central   processing units, memory systems, channels and controllers, peripheral devices,   interrupt systems, software versus hardware tradeoffs.","ECE 152A.","ENGR","4.0","Letter",,"Full","08227",,,"These majors only: CPSCI CMPSC CMPEN","CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  ","KUMAR S","W","11:00am - 11:50am","ESB  1003","30 / 30"
"CMPSC 154","Computer Architecture","Introduction to the architecture of computer systems. Topics include: central   processing units, memory systems, channels and controllers, peripheral devices,   interrupt systems, software versus hardware tradeoffs.","ECE 152A.","ENGR","4.0","Letter",,"Cancelled","56887",,,"These majors only: CPSCI CMPSC CMPEN","CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  ",,"W","5:00pm - 5:50pm","ESB  1003","0 / 30"
"CMPSC 162","Programming Languages","Concepts of programming languages: scopes, parameter   passing, storage management; control flow, exception   handling; encapsulation and modularization mechanisms;   reusability through genericity and inheritance; type   systems; programming paradigms (i","Computer Science 130A and 138; open to computer science and computer engineering majors only.","ENGR","4.0","Letter","PROGRAM LANGUAGES",,,,,"These majors only: CMPSC CMPEN CPSCI",,"HARDEKOPF B C","T R","5:00pm - 6:15pm","PHELP2516","49 / 60"
"CMPSC 162","Programming Languages","Concepts of programming languages: scopes, parameter   passing, storage management; control flow, exception   handling; encapsulation and modularization mechanisms;   reusability through genericity and inheritance; type   systems; programming paradigms (i","Computer Science 130A and 138; open to computer science and computer engineering majors only.","ENGR","4.0","Letter",,,"08243",,,"These majors only: CMPSC CMPEN CPSCI",,"KEDLAYA M","M","4:00pm - 4:50pm","TD-W 2600","49 / 60"
"CMPSC 165B","Machine Learning","Covers the most important techniques of machine learning (ML) and includes discussions of: well-posed learning problems; artificial neural networks; concept learning and general to specific ordering; decision tree learning; genetic algorithms; Bayesian le","Computer Science 130A.","ENGR","4.0","Letter","MACHINE LEARNING","Closed",,,,,,"SINGH A K","M W","5:00pm - 6:15pm","PHELP3519","24 / 46"
"CMPSC 165B","Machine Learning","Covers the most important techniques of machine learning (ML) and includes discussions of: well-posed learning problems; artificial neural networks; concept learning and general to specific ordering; decision tree learning; genetic algorithms; Bayesian le","Computer Science 130A.","ENGR","4.0","Letter",,,"08268",,,,,"HOANG M X","F","12:00pm - 12:50pm","GIRV 1116","24 / 46"
"CMPSC 170","Operating Systems","Basic concepts of operating systems. The notion of a process; interprocess communication and synchronization; input-output, file systems, memory management.","Computer Science 130A; and, Computer Science 154 or ECE 154 (may be taken concurrently); open   to computer science, computer engineering or electrical engineering majors only.","ENGR","4.0","Letter","OPERATING SYSTEMS","Closed",,,,"These majors only: CMPSC CMPEN EE CPSCI",,"KRUEGEL C I","T R","12:30pm - 1:45pm","PHELP3515","79 / 80"
"CMPSC 170","Operating Systems","Basic concepts of operating systems. The notion of a process; interprocess communication and synchronization; input-output, file systems, memory management.","Computer Science 130A; and, Computer Science 154 or ECE 154 (may be taken concurrently); open   to computer science, computer engineering or electrical engineering majors only.","ENGR","4.0","Letter",,"Full","08284",,,"These majors only: CMPSC CMPEN EE CPSCI",,"MOHANLAL M K","F","1:00pm - 1:50pm","GIRV 1116","40 / 40"
"CMPSC 170","Operating Systems","Basic concepts of operating systems. The notion of a process; interprocess communication and synchronization; input-output, file systems, memory management.","Computer Science 130A; and, Computer Science 154 or ECE 154 (may be taken concurrently); open   to computer science, computer engineering or electrical engineering majors only.","ENGR","4.0","Letter",,,"08292",,,"These majors only: CMPSC CMPEN EE CPSCI",,"ZHOU Q","R","2:00pm - 2:50pm","GIRV 2116","39 / 40"
"CMPSC 171","Distributed Systems","Distributed systems architecture, distributed programming, network of computers, message passing, remote procedure calls, group communication, naming and membership problems, asynchrony, logical time, consistency, fault-tolerance, and recovery.","Computer Science 170.","ENGR","4.0","Letter","DISTRD SYSTEMS","Closed",,,,,"CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  ","MOSER L E","M W","9:30am - 10:45am","GIRV 1116","11 / 18"
"CMPSC 171","Distributed Systems","Distributed systems architecture, distributed programming, network of computers, message passing, remote procedure calls, group communication, naming and membership problems, asynchrony, logical time, consistency, fault-tolerance, and recovery.","Computer Science 170.","ENGR","4.0","Letter",,,"08318",,,,"CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  ","HARILAL R","R","1:00pm - 1:50pm","PHELP1437","11 / 18"
"CMPSC 174B","Design and Implementation Techniques of Database Systems","Queries and processing, optimizer, cost models, execution plans, rewriting rules, access methods, spatial indexing; transactions, ACID properties, concurrency control, serializability, two-phase locking, timestamping, logging, checkpointing, transaction a",,"ENGR","4.0","Letter","DES & IMP DTBS SYS",,,,,,,"SU J","T R","9:30am - 10:45am","PHELP3505","10 / 40"
"CMPSC 174B","Design and Implementation Techniques of Database Systems","Queries and processing, optimizer, cost models, execution plans, rewriting rules, access methods, spatial indexing; transactions, ACID properties, concurrency control, serializability, two-phase locking, timestamping, logging, checkpointing, transaction a",,"ENGR","4.0","Letter",,,"47860",,,,,"SU J","F","10:00am - 10:50am","PHELP3523","10 / 40"
"CMPSC 176C","Advanced Topics in Internet Computing","General overview of wireless and mobile networking, multimedia, security, multicast, quality of service, IPv6, and web caching. During the second half of the course, one or more of the above are studied in greater detail.","Computer Science 176B.","ENGR","4.0","Letter","ADV TOP INT COMP",,,,,,,"BELDING E M","M W","11:00am - 12:15pm","PHELP1425","19 / 30"
"CMPSC 176C","Advanced Topics in Internet Computing","General overview of wireless and mobile networking, multimedia, security, multicast, quality of service, IPv6, and web caching. During the second half of the course, one or more of the above are studied in greater detail.","Computer Science 176B.","ENGR","4.0","Letter",,,"08334",,,,,"ILAND D P","F","1:00pm - 1:50pm","PHELP1440","19 / 30"
"CMPSC 178","Introduction to Cryptography","An introduction to the basic concepts and   techniques of cryptography and cryptanalysis. Topics include: The Shannon   Theory, classical systems, the   enigma machine, the data encryption   standard, public key systems, digital   signatures, file securit","Computer Science 10 or 24; Computer Science 40; and PSTAT 120A or 121A or ECE 139   or   permission of instructor.","ENGR","4.0","Letter","INTRO CRYPTOGRAPHY","Closed",,,,,,"KOC C K","T R","11:00am - 12:15pm","GIRV 2128","54 / 70"
"CMPSC 178","Introduction to Cryptography","An introduction to the basic concepts and   techniques of cryptography and cryptanalysis. Topics include: The Shannon   Theory, classical systems, the   enigma machine, the data encryption   standard, public key systems, digital   signatures, file securit","Computer Science 10 or 24; Computer Science 40; and PSTAT 120A or 121A or ECE 139   or   permission of instructor.","ENGR","4.0","Letter",,,"08359",,,,,"AYDIN A","M","1:00pm - 1:50pm","BSIF 1217","42 / 44"
"CMPSC 178","Introduction to Cryptography","An introduction to the basic concepts and   techniques of cryptography and cryptanalysis. Topics include: The Shannon   Theory, classical systems, the   enigma machine, the data encryption   standard, public key systems, digital   signatures, file securit","Computer Science 10 or 24; Computer Science 40; and PSTAT 120A or 121A or ECE 139   or   permission of instructor.","ENGR","4.0","Letter",,,"69328",,,,,"AYDIN A","M","4:00pm - 4:50pm","PHELP1401","12 / 24"
"CMPSC 185","Human-Computer Interaction","The study of human-computer interaction enables system architects to design useful, efficient, and enjoyable computer interfaces. This course teaches the theory, design guidelines, programming practices, and evaluation procedures behind effective human in","Open to computer science, computer engineering, and electrical engineering majors.","ENGR","4.0","Letter","HUM-COMP INTERACT","Closed",,,,"These majors only: CMPSC CPSCI CMPEN EE",,"HOLLERER T","M W","2:00pm - 3:15pm","PHELP2516","55 / 60"
"CMPSC 185","Human-Computer Interaction","The study of human-computer interaction enables system architects to design useful, efficient, and enjoyable computer interfaces. This course teaches the theory, design guidelines, programming practices, and evaluation procedures behind effective human in","Open to computer science, computer engineering, and electrical engineering majors.","ENGR","4.0","Letter",,,"08375",,,"These majors only: CMPSC CPSCI CMPEN EE",,"RODRIGUE M J","F","2:00pm - 2:50pm","ESB  1003","26 / 60"
"CMPSC 185","Human-Computer Interaction","The study of human-computer interaction enables system architects to design useful, efficient, and enjoyable computer interfaces. This course teaches the theory, design guidelines, programming practices, and evaluation procedures behind effective human in","Open to computer science, computer engineering, and electrical engineering majors.","ENGR","4.0","Letter",,"Full","69278",,,"These majors only: CMPSC CPSCI CMPEN EE",,"CHOUDHURY D R","F","1:00pm - 1:50pm","ESB  1003","29 / 25"
"CMPSC 189B","Senior Computer Systems Project","Student groups design a significant computer-based project. Multiple groups   may cooperate toward one large project. Each group works independently;   interaction among groups is via interface specifications and informal meetings.   Project for course ma","CMPSC 172 or CMPSC 189A; Senior standing in computer engineering, computer science, or   electrical engineering; consent of instructor.","ENGR","4.0","Letter","SR CMPTR PRJCT",,,"S",,"These majors only: CMPSC CPSCI ECE CMPEN EE","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","SHERWOOD T P","M W","9:30am - 10:45am","PHELP1440","25 / 30"
"CMPSC 189B","Senior Computer Systems Project","Student groups design a significant computer-based project. Multiple groups   may cooperate toward one large project. Each group works independently;   interaction among groups is via interface specifications and informal meetings.   Project for course ma","CMPSC 172 or CMPSC 189A; Senior standing in computer engineering, computer science, or   electrical engineering; consent of instructor.","ENGR","4.0","Letter",,,"08391","S",,"These majors only: CMPSC CPSCI ECE CMPEN EE","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  CROSS-LISTED COURSE, REFER TO CURRENT CATALOG.  DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","DEWEY K T","F","9:00am - 9:50am","GIRV 2108","25 / 30"
"CMPSC 192","Projects in Computer Science","Projects in computer science for advanced undergraduate students.","Consent of instructor.","ENGR","4.0","Letter","PROJECTS COMP SCI",,"08409",,,,"DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 20"
"CMPSC 193","Internship in Industry","Special projects for selected students. Offered in conjunction with selected industrial and research firms and under direct faculty supervision. Written proposal and final report required.","Consent of instructor and department chair.","ENGR","1.0 - 4.0","Pass/No Pass","INTERN IN INDUSTRY",,"08417","U",,,"DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 5"
"CMPSC 196","Undergraduate Research","Research opportunities for undergraduate students. Students will be expected to giveregular oral presentations, actively participate in a weekly seminar, and prepare at least one written report on their research.","Students must: (1) have attained upper-division standing (2) have a minimum3.0 grade-point average for preceding three quarters, (3) have consent of instructor.","ENGR","2.0 - 4.0","Optional","UNDERGRAD RESEARCH",,"08425","U",,,"DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 10"
"CMPSC 199","Independent Studies in Computer Science","Independent studies in computer science for advanced students.","Upper-division standing; students must have completed at least two upper-division courses in computer science. May be repeated with consent of chair.","ENGR","1.0 - 4.0","Pass/No Pass","IND STUD COMP SCI",,"08433","U",,,"DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 5"
"CMPSCCS 10","Computer Science Colloquium","Students receiving credit will present talks in their field on material arranged in consultation with the instructor. Credit assigned by the instructor will reflect the extent and quality of participation.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","COMP SCI COLLOQUIUM","Full","08763",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","KARAORMAN M","M W","3:00pm - 3:50pm","494  160B","17 / 15"
"CMPSCCS 130A","Advanced Topics in Computer Science","Advanced topics course for advanced undergraduates, covering topics not offered in standard computer science courses, combining research orientation and current developments and technologies. A. Distributed and Network Computing.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","ADV TOPICS CMPSC",,"08805",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","KARAORMAN M","M W","6:00pm - 8:50pm","494  143","9 / 15"
"CMPSCCS 130H","Advanced Topics in Computer Science","Advanced topics course for advanced undergraduates, covering topics not offered in standard computer science courses, combining research orientation and current developments and technologies. H. General.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","ADV TOPICS CMPSC",,"08946",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","KOC C K","F","3:00pm - 5:50pm","494  143","12 / 20"
"CMPSCCS 140","Projects in Computer Science","Projects in computer science for advanced undergraduates. Students work with a faculty member on a research or creative project with the consent ofacademic advisor.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","PROJECTS IN CMPSC",,"08961",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","CONRAD P T","R","2:30pm - 4:50pm","494  145","4 / 10"
